reviewer_name,rating,date,review_text
Tanzania Faizal,5,6 bulan lalu,Pertama kali ke Alun-Alun Batu bener² wow banget ramai dan padet saking banyaknya orang yang jajan. Penjualnya tertata banget posisi jualannya dan sempat bingung karena saking banyaknya yang jualan makanan 😂 …  
3 M / Tumpang TV,4,4 bulan lalu,"Sayang beberapa sarana prasarana jadi agak kurang terawat...mungkin perlu ada kotak donasi atau sekalian berbayar buat biaya perawatan Cocok buat keluarga, cuma gak sebagus awalnya dulu Perlu kotak donasi untuk biaya perawatan Terlalu sempit kalau bawa binatang peliharaan, pupnya repot"
Miss Ferlyn,4,2 minggu lalu,"BARU Ramai, tiap malam ada pusat kuliner. Beragam kuliner bisa ditemui disini. Ada spot bermain di dalam alun2.. Ada toilet umum Sebaiknya tdk membawa hewan peliharaan"
Realino Aditya,5,7 bulan lalu,"Tempat yang bagus untuk dikunjungi karena terdapat taman, bianglala, fasilitas seperti kamar mandi dan lain-lain. Juga terdapat beberapa warung disekitar alun-alun. Untuk harga tiket masuk nya gratis kecuali kalau mau naik bianglala harus membayar. Ada didepan air mancur"
Yon Cahyadi,5,7 bulan lalu,Banyak jajanan enak disini.....suasan adem...apalagi gerimis tipis..jadi makin syahdu.....klo ke Batu harus kesini.... Makin malam - makin rame  
SATYA IRCHAM ALAM,4,7 bulan lalu,"Buat sebuah alun-alun kota, disini lumayan nyaman & bersih lah. Ada banyak wahana buat anak2 sama street food yang berjejer Bisa Ada Jangan"
Daniarto Kusuma,5,5 bulan lalu,"Awal nya pgn ksini nya malam biar rame cari makan dan jalan jalan,,, tp krn cm Bntr ksini pagi cari sarapan sdh banyak.... Lokasi luas cuma pintu masuk keluar nya bingung hehehehe, Bersih Blm ketemu tp sptinya ada Gak punya anjing aku"
Capybara,5,setahun lalu,Tempat bermain untuk anak-anak dan keluarga Ada tapi sepertinya tidak berfungsi Anjing naon
RERE SUBAGIO,4,2 minggu lalu,"BARU Banyak kuliner & makanannya enak2, tp agak pricey 😊😊 Bianglala tdk berfungsi"
Damar Kusuma,5,5 bulan lalu,"Masih menjadi alun2 terbaik dari semua kota yg pernah saya kunjungi. Memiliki nilai nostalgia saat kuliah di UMM. Tempatnya masih rapih, bersih, terawat, dan sekarang bawa anak jadi semakin happy. Ada playground yg bersih dan terawat. GRATIS. Bersih dan GRATIS. Belum keliatan anjingnya, masih baik."
Mustofa Eka,5,2 bulan lalu, 1 
Beatrice Arifianingtyas,4,sebulan lalu,Tempat wisata yg wajib dikunjungi kalo ke kota batu  
Setiawan Imanuel,5,2 bulan lalu,"Ramai sekali parkiran susah harus bersabar untuk dapat parkiran, banyak jajanan jadi siapin kocek yg banyak ya klo mw ksini  "
Aga Bacth,5,setahun lalu,"Tempatnya rame, parkiran motor atau mobil juga luas. Gak perlu takut kelaparan karena di setiap sepanjang jalan banyak pedagang yg berjualan berbagai macam makan,an.. Kalau mau sholat jga dekat dengan masjid, hanya tinggal nyebrang jalan aja untuk ke arah masjidnya.  "
Emha21,4,6 bulan lalu,"Cari sarapan murah meriah, soto/pecel 10 rb. Street food ala batu malang  "
Dyah ayu pramudita,5,7 bulan lalu,"Bagus banget, kalau malem lampu""nya terang"", tapi mungkin untuk pintu keluar aja yang bingung nyari nya kemarin waktu kesana hujan setelah itu mau keluar dari area alun"" Bingung cari pintu keluar karena semuanya yang harusnya jadi pintu keluar dipagar jadi bingung harus muter lagi ketempat yang pertama, terkait jajanan ya usahakan bawa banyak uang sih, soalnya banyak kuliner,"
Edy Supriyanto,5,sebulan lalu,"Lokasinya pas ditengah² kota batu, cuma sayangnya susah nyari lahan parkir, klo moment² tertentu,,  "
adib jauhari,5,8 bulan lalu,"Alun-Alun Kota paling bagus dan rapi yang pernah saya kunjungi. Banyak fasilitas publik, buat anak-anak juga nyaman karena ada playground nya. Sayangnya bianglala udah rusak.  "
Desi Ratna,5,sebulan lalu,Kalau ke batu pasti ke alun alun. Karena memang secandu itu tempatnya. Kuliner sangat beragam tinggal pilih dan di beli 😁 …  
Eko Waluyo,2,3 minggu lalu, 
Faris Nst,5,setahun lalu,"Review ini berdasarkan observasi saya. Saya melihat seru ya duduk2 dan menikmati waktu sejenak disini melihat anak-anak kecil bermain. Ukurannya kecil namun banyak playground area untuk anak-anak. Parkir motor luas namun parkir mobil yang agak sulit. Di samping alun-alun ada masjid agung dan disekitar alun-alun ini berjejer restoran, cafe, dan sentra kuliner. Selamat menikmati kota Batu.  "
Diandra Vildainy Amalo,5,setahun lalu, 
Deby Wulan,5,10 bulan lalu,"Kesini waktu liburan ke Batu, saat itu malam hari sekitar pukul 12 malam, dari hotel. Sampai sana jam setengah 1 an malam, suasananya sudah tidak seberapa hiruk, enak banget buat cari bakaran seafood malem malem. Banyak pilihan makanan, tinggal pilih.  1 "
Sania Nisa Kamila,5,3 bulan lalu,"Banyak pilihan makanan, parkiran juga luas banyak yg ngatur kok. Bakso Wali Barokah recommended banget, enak parahhh.  "
alyssum vardia,5,setahun lalu,"Tempat yang cocok untuk main ketika gabut, bisa sekedar ngelamun, diam ajaa, kencan, momong bocil, ngrumpi sama teman Menikati vibes Batu Tempat duduk banyak, disarankan bawa topi dan payung karena ketika cuaca cerah lumayan panas tersedia playground untuk bermain toiletnya ada"
Ronald Haliem,5,sebulan lalu,"salah satu tujuan klo ke kota batu, wisata kuliner di alun alun kota. klo malam bagus, banyak lampu gemerlap ada playground gratis untuk anak2 disana toilet disana di waktu rame banyak orang terjadi antrian terutama untuk toilet wanita"
Moh Auwalur Rizal,3,8 bulan lalu,"Sebenernya kalau pergi ke batu kurang lengkap kalau tidak mampir ke alun - alun batu untuk sekedar duduk atau beli jajanan. Tapi sayangnya makin ke sini, alun - alun ini semakin kurang terawat mulai dari kolam air mancur yg kotor, bianglala segede itu mangkrak, dll. Tempat ini bisa dibilang setiap hari tidak pernah sepi pengunjung.  "
Dayat Sutrisno,5,2 minggu lalu,BARU Rame - makanan buat sarapan pagi komplit  
yohan nanda,1,2 bulan lalu,Air kolam bau tdk pernah di kuras Biang lala sudah lama rusak tdk di perbaiki Saluran air dijalan bau sekali  
Didit Prasetyo,4,11 bulan lalu, 
Wirian Risda,4,setahun lalu,"Tempat wisata gratis. Tempat kuliner/street food yg cukup luas dan bervariatif. Tempat hiburan yg cukup terjangkau. Banyak yg bisa dijadikan lapangan pekerjaan disana. Alhamdulillah lah sinkron semuaa. Alun2 bagian dalam juga lebih tertata. Pedagang hanya boleh diluar, keluar masuk 1 pintu, ada toilet, banyak spot untuk duduk, dll. Taman bermain untuk anak2 cukup bersih dan terawat. Tapi harus didampingi pribadi karen tidak ada penjaga. Btw dulu ada spot air mancur buat mainan anak2. Tapi sekarang uda sering mati/tutup. Entah kenapa, mungkin banyak yg menyalahgunakan. Dulu ada juga spot miniatur lalu lintas. Lucu deh pokoknya. Tapi sekarang jarang liat buka. Kayaknya uda tutup juga. Tersedia beberapa spot toilet di dalam alun-alun. Sebenarnya tidak cocok untuk piknik (gelar tikar) karena tidak boleh menginjak tanaman. Cocoknya ya cuma buat duduk duduk aja di bangku yg tersedia  "
Agung Restu Saputra,4,sebulan lalu,Ya seperti alun alun pada umumnya kota. Cuma pintu masuk di barat agak effort muternya.  
Sendal Terbang,5,sebulan lalu,"Baru ke sini, tampatnya seru. Bersih. Asik buat nenangin fikiran, ditambah dinginnya kota batu.  "
Setek Ae,5,5 bulan lalu,Tempatnya bersih dan nyaman.... Banyak pedagang makanan...kesana saat libur panjang jadi rame sekali....kesana lebih enak pas malam hari.... Taman bermain bianglala
Wijaya Jati,3,setahun lalu,"Lokasi ditengah kota, dekat masjid agung, merupakan taman bermain anak, banyak pedagang makanan disekitar nya, taman cukup bersih, ada beberapa wahana permainan anak, dilarang merokok, tersedia tempat sampah.  "
Novita Rachmasari,5,6 bulan lalu,"Menyenangkan, wisata murah meriah di Batu. Ada delman, kereta kelinci, papan seluncur. PKL sudah tertata rapi, banyak toilet, dekat dengan masjid dan plaza Batu.  "
Wenny,5,2 bulan lalu,Hari biasa pun rame dan banyak yg jualan  
Sulaiman Rhosyid,4,setahun lalu,"Lokasinya nyaman buat anak-anak... Ada playgroundnya juga... Gratis... Ada banyak tempat duduk... Toilet umum lumayan bersih... Mungkin perlu di renovasi agar lebih bagus dan diberi petugas agar kebersihan terjaga, mengingat banyaknya pengunjung... Overall lumayan lah  "
Jenny's Voice,4,setahun lalu,"Tempat untuk jalan-jalan melihat situasi kota Batu sambil kulineran. Banyak sekali jajanan kaki lima (street food) selain resto fast food yang sudah ternama. Kalau datang di akhir pekan, Sabtu-Minggu ramai sekali. Tapi cukup banyak pilihan parkiran baik motor maupun mobil. Bisa parkir di depan Batu Plaza. Ada beberapa wahana anak-anak, ada juga yang bisa untuk dewasa. Bagi yang sekedar duduk-duduk sambil menikmati jajanan bisa bersantai di sekitar air mancur ataupun bangku-bangku taman. Ada kendaraan wisata yang dihias lampu warna-warni bisa dipakai untuk berkeliling seputar alun-alun.  "
welly anggoro,5,setahun lalu,"Banyak pilihan jajanan dan makanan di tempat ini, yang perlu di coba dengan keluarga atau teman teman. agak ramai karena memang liburan sekolah dan padat. Parkiran mobil dan motor tersedia hanya saja memang padat dan ramai. Wajib di kunjungi Banyak tempat bermain untuk anak anak dan banyak taman untuk berkumpul."
Lilis Rahmatika,5,7 bulan lalu,"Mlm minggu seru banget , jajan sempol cuma 500 prk saja murah meriah , kalo kesini jgn lupa beli es jeruk baby java seger tnpa gula tmbhn  1 "
Hefni Muta'akhiroh,5,3 bulan lalu, 
orind takachibana,4,6 bulan lalu,"Rameee kalau weekend, penuh sesak. Di sekitaran alun alun banyak terdapat tempat makan/ pujasera. Harus bisa pilih pilih biar nggak kena harga mahal pas makan disana kalo bukan warga lokal. Mending pilih yg sudah ada tulisan harganya ya, tidak semua tapi ada beberapa 🙏🏻"
artanti wm,5,5 bulan lalu,"Ke Malang nggak pernah nggak pingin mampir alun² Batu 😍 kulinerannya ok, buat ajak main anak murmer .. cari parkirnya aja sih yg lumayan susah …  "
herlina kus hendriani,4,5 bulan lalu,"Rame poll karena weekend, kuliner banyak tinggal pilih.  "
MasBoo Channel,4,5 bulan lalu,Tempat ramai banyak jajanan. Tempat parkir agak susah kalau di hari libur
Ethalia Puspa,5,setahun lalu,"Kalau ke Batu malang pasti mampir ke alun alun batu buat sekedar jalan-jalan atau mencari makan malam di sini, tapi kalau musim liburan susah sekali cari parkirnya  "
Suyud S,4,sebulan lalu,"Alun alun kota wisata Batu tempat bersantai bersama keluarga, tempat kuliner. Sangat cocok untuk berlibur Apalagi buka sampai malam. Sangat di sayangkan sekali di jam malam pengunjungnya rata rata pasangan muda dan sepertinya dimanfaatkan untuk pacaran. Bisa jadi perhatian untuk keamanan Alun Alun kota wisata Batu supaya tetap jadi kota Wisata, tempat berlibur, tempat bersantai, tempat bersenang bersama keluarga bukan untuk tempat Pacaran. Terima Kasih  "
retnoamara dilahsari,1,seminggu lalu,"BARU Kamar mandi kotor parah pesing dan bau kotoran parah, habis makan ke kamar mandi auto muntah,, minimal ada pengharum ruangan bisa diperhatikan lagi kebersihan nya🥲"
Prisca Marina,5,setahun lalu, 6 
Sari Fatmawati,4,2 tahun lalu,"Salah satu icon kota Batu yg wajib di kunjungi. Tiap kesini selalu ramai dan makin keren. Bersih dan tertata rapi. Sesuai dg kepopulerannya, taman disini dijaga dg sangat baik dg bunga2 yg cantik dan beraneka ragam. Suasana teduh dan adem. Terdapat area khusus bermain anak. Tempat duduk tersebar di setiap sudut. Tempat sampah banyak. Petugas taman dan kebersihan aktif bekerja. Tersedia toilet. Ruang informasi. Didekat alun2 jg ada pasar. Banyak warung dan tempat beli oleh2 dg harga wajar. Namun ada fountain air minum umum yg tidak aktif. Mungkin suatu hr bisa digunakan lg. Jd jadilah pengunjung yg baik dan pintar. Jaga kebersihan dan kelestarian alam kota. 🥰 Area khusus untuk anak2."
Zoule Ir,5,setahun lalu, 1 
Nofa Sugihartono,5,setahun lalu,"Temepatnya bersih, toilet gratis, tetap nyaman buat olahraga, santai dan juga jajan. Sayangnya wahana bianglala masih dlm perbaikan. Tapi kadang masih ada pengunjung yg masuk ke area taman shg nginjak rumput. Jajanan diluar alun2 lengkap tapi boleh kok dimakan di dalam alun2 asalkan sampah nya dibuang PD tempat yg disediakan  1 "
Zulfan Maulana Ahmad / 31,5,3 bulan lalu,Tempat nya nyaman dan cocok untuk destinasi liburan untuk keluarga.
Mohd. Agoes Aufiya,4,2 tahun lalu,"Berbagi pengalaman di Malam Ahad... Lumayan ramai walau sempat gerimis... Banyak kuliner kekinian... Ada tempat permainan anak gratis (play ground)... Paling asik naik Ferris Wheel (bianglala), cuma lima ribu, mulai jam 7 malam Rp 5 ribu per-orang termasuk Merry Go Round (Komedi Putar). Mungkin pencahayaan perlu ditingkatkan agar tidak terlalu gelap dibeberapa titik. Rekomendasi 👍🏼👍🏼  3 "
Dita Fitrialin,4,4 bulan lalu,"Tempat nyaman untuk pejalan kaki, banyak penjual makanan di sekitar  "
Galuh Arditta,5,setahun lalu, 3 
niken rahmawati,4,2 minggu lalu,BARU Kesini mampir mau pulang ke kediri. Ya bagus2 aja buat wisata murah meriah  
Ninnik Ninnik,4,6 bulan lalu,Tempat singgah dan area bermain anak² maupun tempat wisata buat orang2 yg murah meriah Parkir aman Jajanan aman Toilet aman Wahana anak2 aman  
Ellysa Eriyanie Eriyanie,5,seminggu lalu,"BARU Adem Sudah mulai tertata rapi Ramai, nyaman untuk duduk duduk santai nikmatin sore Banyak pilihan makanan  "
Andito “Apey” Ferdiansyah,5,2 tahun lalu,"Alun alun yang terletak di jantung kota wisata Batu, dikelilingi oleh aneka kuliner, coffe shop, pertokoan, dan masjid agung. Saya sampai sini pagi, jadi aneka kuliner belum banyak yang buka, mungkin kalau malam baru pada buka. Suasananya asri dan sejuk, banyak air mancur, ada taman bermain untuk anak, toilet tersedia, ada pula wahana kincir angin / bianglala (ferris wheel) tapi sedang ada perbaikan. Di alun alun ini dilarang merokok dan apabila kedapatan merokok akan ditegur dan disuruh merokok pada tempatnya oleh petugas yang berjaga.  6 "
Sindy Novia,2,10 bulan lalu,"Tempat liburan yang ramah dikantong, banyak yang jualan makanan, dekat masjid, banyak hiburan juga, tempat bermain buat anak anak juga ada. Sayangnya ada minus di beberapa bagian : Bianglala sudah lama tidak aktif (menyala) mungkin bisa segera diperbaiki biar tambah bagus. Akses wifi didalam alun-alun sekarang tidak ada. Kurang tegas terkait parkir, tulisannya gratis jika tidak diberi karcis. Tapi ya sama aja tetep bayar. Beda tempat parkir beda tarif, tidak sesuai ketentuan. Banyak pengamen yang sedikit arogan, sengaja menolak memberi karena masih muda, berpakaian cukup bagus dan bisa cari pekerjaan lain. Sudah ditolak dengan halus tetapi tetap memaksa bahkan keluar kata ""Taek"" dari pengamen yg ditujukan ke kami. Harusnya bisa ditertibkan lagi. Taman bermain khusus anak anak dibagian tengah, ada badut juga, ada komedi putar didekat bianglala cuma sudah tidak beroperasi.  "
NadaZF 098,5,6 bulan lalu,Bagus n bersih. Fasum spt toiletnya gratis dan selalu di bersihkan kondisi sll bersih Komplit luas Sangat bersih dan terjaga kelengkapan fasilitasnya
Joan Jov,4,2 bulan lalu,apa aku yg salah ya... kok ga ada yg special...kita muter2 cuma 1/2jam selesai  
Oz,4,setahun lalu,Pusat keramaian kota Batu yg selalu syuulit mencari parkir mobil klo datangnya kemalaman. Tersedia berbagai jenis street food. Klo kami biasa ke susu Ganesha dan Pos ketan yg melegenda.  1 
Istanti Aveiro,5,setahun lalu,Makin malam makin crowdid.... Kesini sore² sekalian magrib di masjid depan alun² batu Tetap penuh kenangan...makanannya full banyak pilihan Tempat bermain anak aja yg perlu diperbanyak  
mikoshiba mikoshiba,1,sebulan lalu,"SEKARANG SEMUA TUKANG PARKIR DIBATU PKE ROMPI KLO GAADA KARCIS KATANYA GRATIS. Tapi tadi aku minta karcis EH DIBILANG ""GAADA HEHE"" terus kabur aja tuh orang??? NGAPAIN PAKE ROMPI TULISAN BEGITU TOLOLLL DIMINTA KARCIS AJA GAADA, BANTUIN KELUARIN JUGA ENGGA!!!! Plis lah pemkot batu payah banget ngatasin parkir liar begini!!! Gausah sok2an ada tulisan begitu dimana2 lah, jukir nya dipakein rompi gitu pula klo realitanya DIPALAK  "
Setiyo Wati,5,setahun lalu,"MasyaAlloh sudah banyak berubah dan rame dari pada dulu saya datang tahun 2005 masih sepi ,bikin kangen dan kangen #malibu Gado gado depan plaza nasi Mpok pagi depan masjid an Nur ,nasi sayur sebrengan jalan kiri pos polisi sama gorengan sebelah toko. kangen semua dach  "
Hepins 19,5,setahun lalu,"Alun alun yg nyaman banget, apalagi bawa keluarga kesini, makanan, tempat bermain, oleh oleh, semua tersedia di alun2 ini, yg paling saya kagum adalah kebersihan alun2 batu, di tegur penjaganya karna merokok di area alun2, wajar gak baca tulisan hehe  "
Aprilliano Eko Wicaksono,5,setahun lalu,"Tempat jalan-jalan dan menikmati kuliner atau jajanan terseru. Banyak sekali macam2 jajanan yang di sediakan, harga cukup terjangkau, hampir segala macam makanan dan minuman tersedia di alun-alun batu ini. Penataan juga sangat rapi, mulai dari area parkir dan area jualan sangat rapi dan kondusif  "
Ani Sholikhah,5,setahun lalu,Taman cukup bersih ada kios2 penjual makanan di pasar Laron tapi bukanya sore sepertinya. Soto bathok di dekat air mancur recommended banget kalau datang ke Alun2 Kota Malang!  
Lukmanul Hakim,5,7 bulan lalu,"Suasana Kora yang sejuk, didkiri kanan jalan di kelilingi bukit, banyak lokasi wisata, wisata kuliner, wisata Alam yang semua menaruk pengunjng  "
Himma wanty,5,3 bulan lalu,Banyak jajanan kaki lima..dan pos ketan legenda.  
Wulansari Handayani,5,setahun lalu,"""Banyak jualan jajan enak... Murah pulaaaa Ada jual bungaa jugaa... Tempat bersih aman nyaman... Parkir lussss....  1 "
